,year,month,intent,police,sex,age,race,hispanic,place,education
31540,12,12,1,0,0,47,3,100,1,2
31541,12,11,1,0,0,28,3,998,2,4
31542,12,11,0,0,0,18,3,100,2,2
31543,12,12,1,0,0,23,3,100,0,3
31544,12,12,1,0,0,22,3,100,0,1
31545,12,12,1,0,0,21,3,100,2,1
31546,12,12,0,0,0,36,1,100,0,2
31547,12,12,1,0,0,51,1,100,1,1
31548,12,11,0,0,0,56,1,100,0,2
31549,12,11,1,0,0,48,3,100,2,1
31550,12,11,1,0,0,36,1,100,0,4
31551,12,12,1,1,0,39,1,100,0,2
31552,12,12,0,0,0,70,1,100,2,2
31553,12,11,0,0,0,53,1,100,2,1
31554,12,11,0,0,1,37,1,100,5,3
31555,12,11,0,0,0,89,1,100,0,1
31556,12,11,0,0,1,65,1,100,2,4
31557,12,11,0,0,0,44,1,100,2,3
31558,12,11,0,0,0,58,1,100,0,2
31559,12,12,0,0,0,30,1,100,2,2
31560,12,12,0,0,1,42,1,100,2,2
31561,12,12,0,0,0,34,3,100,0,3
31562,12,12,1,0,0,20,3,100,0,2
31563,12,12,0,0,0,40,1,100,0,2
31564,12,12,0,0,0,76,1,100,0,3
31565,12,12,0,0,0,56,1,100,2,2
31566,12,12,0,0,0,21,3,100,0,2
31567,12,12,1,0,0,51,3,100,0,2
31568,12,12,0,0,0,57,1,100,0,4
31569,12,11,0,0,0,38,1,100,2,2
31570,12,12,1,0,0,19,1,100,2,3
31571,12,12,1,0,0,46,3,100,1,2
31572,12,12,1,0,0,36,3,100,0,1
31573,12,12,0,0,0,45,3,100,5,1
31574,12,12,1,0,0,53,3,100,2,1
31575,12,12,0,0,0,62,1,100,0,3
31576,12,11,0,0,1,40,1,100,0,2
31577,12,12,0,0,0,26,3,100,0,3
31578,12,12,1,0,0,20,3,100,5,1
31579,12,12,0,0,0,76,1,100,2,4
31580,12,12,1,0,0,28,3,100,1,1
31581,12,12,0,0,1,71,1,100,2,2
31582,12,12,0,0,0,84,1,100,0,4
31583,12,12,0,0,1,35,1,100,0,4
31584,12,12,1,0,0,56,1,100,2,1
31585,12,12,0,0,0,44,1,100,3,1
31586,12,12,1,0,0,50,1,100,3,3
31587,12,12,0,0,0,63,1,100,2,4
31588,12,12,1,0,0,48,1,100,0,1
31589,12,12,1,0,0,32,3,100,0,2
31590,12,12,0,0,0,30,1,100,4,3
31591,12,12,0,0,0,37,1,100,2,1
31592,12,12,0,0,1,75,1,100,0,1
31593,12,12,0,0,0,24,1,100,2,2
31594,12,12,0,0,1,60,1,100,0,4
31595,12,12,0,0,1,81,1,100,0,2
31596,12,12,0,0,0,42,1,100,0,3
31597,12,12,1,0,1,48,1,100,0,2
31598,12,12,0,0,0,33,1,100,0,1
31599,12,12,0,0,0,63,1,100,0,2
31600,12,12,0,0,0,80,1,100,0,2
31601,12,12,1,0,1,49,1,100,0,1
31602,12,12,0,0,0,50,4,281,2,2
31603,12,12,0,0,0,60,1,100,0,3
31604,12,12,1,0,1,31,4,271,2,5
31605,12,12,0,0,0,74,1,100,3,1
31606,12,11,0,0,0,32,1,100,2,2
31607,12,12,0,0,0,53,1,100,2,1
31608,12,12,1,0,0,30,3,100,2,2
31609,12,12,0,0,0,56,1,100,2,4
31610,12,12,2,0,0,58,1,100,0,4
31611,12,12,0,0,0,89,1,100,5,2
31612,12,12,1,0,0,31,3,100,5,2
31613,12,12,1,0,0,27,3,100,0,2
31614,12,12,0,0,0,27,4,211,0,2
31615,12,12,0,0,0,19,3,100,3,2
31616,12,12,0,0,0,44,1,100,0,1
31617,12,4,1,0,0,99,3,998,0,5
31618,12,1,0,0,0,75,1,100,0,4
31619,12,1,0,0,0,24,1,100,0,1
31620,12,1,0,0,0,50,2,100,0,4
31621,12,2,0,0,0,26,1,100,0,4
31622,12,2,0,0,0,37,1,100,0,1
31623,12,2,2,0,0,18,1,100,0,1
31624,12,2,0,0,0,58,1,100,0,4
31625,12,2,0,0,0,33,1,100,0,2
31626,12,3,0,0,0,32,1,100,0,2
31627,12,3,0,0,0,38,1,100,0,2
31628,12,3,0,0,0,46,1,100,0,1
31629,12,3,0,0,0,59,1,100,0,2
31630,12,3,0,0,0,52,1,100,2,2
31631,12,3,0,0,0,52,1,100,1,2
31632,12,4,0,0,0,33,1,100,0,2
31633,12,4,0,0,0,42,1,100,0,3
31634,12,4,0,0,0,39,1,100,0,2
31635,12,4,0,0,0,82,1,100,0,3
31636,12,4,0,0,0,55,1,100,0,2
31637,12,4,0,0,0,47,1,100,0,1
31638,12,4,1,0,0,35,3,100,0,3
31639,12,4,0,0,0,72,1,100,0,3
31640,12,4,1,1,0,40,1,100,0,1
31641,12,5,0,0,0,53,1,100,0,4
31642,12,5,0,0,0,65,1,100,0,4
31643,12,5,0,0,0,21,1,100,2,3
31644,12,5,0,0,0,43,1,100,0,3
31645,12,5,0,0,0,21,1,100,0,1
31646,12,5,0,0,1,79,1,100,0,4
31647,12,5,0,0,0,47,1,100,2,2
31648,12,5,0,0,0,41,1,100,0,3
31649,12,6,0,0,0,47,1,100,0,2
31650,12,6,0,0,0,90,1,100,0,1
31651,12,6,0,0,0,28,1,100,0,2
31652,12,6,0,0,0,32,1,100,2,1
31653,12,6,1,0,0,63,1,100,0,4
31654,12,7,1,0,0,26,3,100,0,2
31655,12,7,0,0,0,46,1,100,1,2
31656,12,7,0,0,1,48,1,100,1,3
31657,12,7,0,0,0,34,1,100,2,3
31658,12,7,0,0,0,85,1,100,0,2
31659,12,7,0,0,0,15,1,100,0,1
31660,12,8,0,0,0,79,1,100,0,4
31661,12,8,0,0,0,47,1,100,3,2
31662,12,8,0,0,0,17,1,100,0,1
31663,12,9,0,0,0,53,1,100,0,2
31664,12,9,0,0,0,21,1,100,0,2
31665,12,9,0,0,0,29,1,100,0,2
31666,12,9,0,0,0,51,1,100,2,4
31667,12,9,0,0,0,16,1,100,0,1
31668,12,9,0,0,0,58,1,100,0,4
31669,12,10,1,1,0,57,1,100,0,4
31670,12,10,0,0,0,54,1,100,0,2
31671,12,11,0,0,0,60,1,100,0,2
31672,12,12,0,0,0,61,1,100,1,4
31673,12,12,0,0,0,22,1,100,3,2
31674,12,12,0,0,0,73,1,100,0,4
31675,12,12,1,0,0,43,1,100,0,2
31676,12,12,1,0,0,17,1,100,0,1
31677,12,12,0,0,0,34,1,100,0,2
31678,12,10,0,0,0,60,1,998,0,5
31679,12,1,1,0,1,26,3,100,0,1
31680,12,1,1,0,1,34,1,100,0,4
31681,12,1,0,0,0,37,1,100,0,3
31682,12,1,0,0,0,22,3,100,4,2
31683,12,1,0,0,1,44,1,100,0,3
31684,12,1,0,0,0,32,4,210,2,1
31685,12,1,1,0,1,34,1,100,1,4
31686,12,1,1,0,0,25,1,100,0,2
31687,12,1,0,0,0,60,1,100,2,2
31688,12,1,0,0,0,34,1,100,0,4
31689,12,1,2,0,0,31,1,100,0,2
31690,12,1,0,0,0,66,1,100,0,4
31691,12,1,0,0,0,66,1,100,0,2
31692,12,1,0,0,0,55,1,100,0,2
31693,12,1,0,0,0,60,1,100,1,3
31694,12,2,0,0,0,95,1,100,0,1
31695,12,1,1,1,0,50,1,100,0,3
31696,12,2,0,0,0,29,1,100,2,2
31697,12,2,0,0,0,22,1,100,2,2
31698,12,2,0,0,0,51,1,100,0,4
31699,12,2,0,0,0,68,1,100,0,3
31700,12,2,0,0,0,19,1,100,0,2
31701,12,2,0,0,0,28,3,100,2,2
31702,12,2,0,0,0,31,1,100,2,2
31703,12,2,1,1,0,26,1,100,0,2
31704,12,2,0,0,0,79,1,100,0,2
31705,12,2,0,0,0,28,1,100,1,4
31706,12,2,1,0,0,44,1,100,1,2
31707,12,2,0,0,0,28,1,100,0,2
31708,12,2,0,0,0,24,1,100,0,3
31709,12,3,0,0,0,31,1,100,0,2
31710,12,3,0,0,0,25,1,100,0,4
31711,12,3,0,0,0,30,4,210,0,2
31712,12,3,2,0,0,21,4,210,0,2
31713,12,3,0,0,0,65,1,100,0,3
31714,12,3,0,0,1,54,1,100,0,2
31715,12,3,2,0,0,3,4,210,3,1
31716,12,3,0,0,0,22,1,100,0,3
31717,12,3,1,0,0,23,0,100,0,2
31718,12,3,0,0,0,33,4,210,0,1
31719,12,3,0,0,0,81,1,100,2,2
31720,12,3,0,0,0,35,1,100,0,2
31721,12,3,0,0,0,58,1,100,5,4
31722,12,4,0,0,0,72,1,100,0,4
31723,12,3,1,0,0,27,1,100,1,1
31724,12,4,0,0,0,50,2,100,0,3
31725,12,3,0,0,1,53,1,100,0,3
31726,12,4,1,0,0,21,3,100,0,2
31727,12,4,0,0,0,67,1,100,0,3
31728,12,4,0,0,0,24,4,210,0,1
31729,12,4,0,0,0,40,1,100,0,3
31730,12,4,0,0,1,18,3,100,0,1
31731,12,4,0,0,0,79,1,100,0,2
31732,12,4,0,0,0,67,1,100,2,2
31733,12,4,0,0,0,50,1,100,0,1
31734,12,4,1,0,1,55,1,100,0,2
31735,12,4,1,0,0,40,3,100,1,2
31736,12,4,0,0,0,15,1,100,0,1
31737,12,4,0,0,0,53,1,100,0,1
31738,12,4,0,0,0,78,1,100,0,2
31739,12,4,0,0,0,42,1,100,2,2
31740,12,5,0,0,0,49,1,100,2,3
31741,12,5,0,0,0,38,1,100,0,2
31742,12,5,0,0,0,85,1,100,0,3
31743,12,5,1,0,0,43,1,100,0,3
31744,12,5,0,0,0,53,1,100,2,4
31745,12,5,0,0,0,30,1,100,0,3
31746,12,5,1,0,0,44,1,100,2,2
31747,12,4,1,0,0,24,1,100,0,1
31748,12,5,0,0,0,87,1,100,0,2
31749,12,5,0,0,0,70,1,100,0,3
31750,12,5,0,0,0,52,1,100,0,2
31751,12,5,0,0,0,58,1,100,0,5
31752,12,5,0,0,0,58,1,100,0,4
31753,12,5,0,0,0,64,1,100,0,2
31754,12,5,0,0,0,24,1,100,5,2
31755,12,5,0,0,0,63,1,100,0,2
31756,12,5,0,0,0,31,1,100,0,3
31757,12,5,1,0,0,32,1,100,0,3
31758,12,5,0,0,0,78,1,100,0,4
31759,12,5,0,0,0,60,1,100,0,3
31760,12,5,0,0,0,59,3,100,0,3
31761,12,5,1,0,0,24,1,100,0,3
31762,12,5,1,0,0,36,1,100,0,2
31763,12,6,0,0,1,41,1,100,0,1
31764,12,6,1,0,0,48,1,100,0,3
31765,12,6,1,0,0,56,1,100,0,1
31766,12,6,0,0,0,32,1,100,0,3
31767,12,6,0,0,0,59,1,100,0,4
31768,12,6,0,0,0,15,1,100,0,1
31769,12,5,1,0,1,37,1,100,0,3
31770,12,6,0,0,0,72,1,100,0,3
31771,12,5,0,0,0,58,1,100,2,2
31772,12,6,1,0,0,28,1,100,0,3
31773,12,6,0,0,0,75,1,100,0,4
31774,12,6,0,0,1,47,1,100,0,2
31775,12,6,1,1,0,31,1,100,0,2
31776,12,6,0,0,0,19,1,100,0,3
31777,12,6,0,0,0,70,1,100,0,2
31778,12,6,0,0,0,35,1,100,2,3
31779,12,6,0,0,0,44,1,100,2,3
31780,12,6,0,0,0,39,1,100,0,4
31781,12,6,0,0,0,21,1,100,2,1
31782,12,6,1,0,0,35,4,260,2,3
31783,12,6,0,0,0,31,1,100,2,3
31784,12,6,0,0,0,40,1,100,0,3
31785,12,6,1,0,1,31,1,100,0,4
31786,12,6,0,0,0,39,1,100,2,3
31787,12,6,0,0,0,54,1,100,0,1
31788,12,6,2,0,0,41,1,100,0,2
31789,12,6,1,0,1,46,1,100,0,2
31790,12,7,0,0,0,33,1,100,0,3
31791,12,7,0,0,0,22,1,100,0,2
31792,12,7,0,0,0,52,1,100,0,3
31793,12,7,0,0,0,25,1,100,0,2
31794,12,7,1,0,1,43,1,100,0,5
31795,12,7,0,0,0,82,1,100,0,2
31796,12,7,0,0,0,70,1,100,0,2
31797,12,7,0,0,1,75,4,210,0,3
31798,12,2,0,0,0,43,1,100,0,2
31799,12,7,0,0,0,78,1,100,0,2
31800,12,5,1,0,0,19,1,100,0,1
31801,12,7,1,0,0,33,3,100,2,2
31802,12,7,0,0,0,84,1,100,0,1
31803,12,7,0,0,0,33,1,100,0,3
31804,12,7,0,0,0,68,1,100,3,2
31805,12,7,0,0,1,53,1,100,0,2
31806,12,7,0,0,0,23,1,100,0,3
31807,12,7,0,0,1,50,1,100,1,3
31808,12,7,0,0,0,26,1,100,0,1
31809,12,7,0,0,1,50,1,100,0,3
31810,12,7,0,0,0,71,1,100,0,2
31811,12,7,0,0,0,31,1,100,2,2
31812,12,7,0,0,0,49,1,100,0,3
31813,12,7,0,0,0,67,1,100,0,4
31814,12,7,0,0,1,40,1,100,0,4
31815,12,8,0,0,0,79,1,100,0,4
31816,12,8,0,0,0,70,1,100,0,2
31817,12,8,0,0,0,56,1,100,0,2
31818,12,8,0,0,0,59,1,100,0,3
31819,12,8,0,0,0,57,1,100,0,1
31820,12,8,0,0,0,22,4,210,0,2
31821,12,8,1,1,0,70,1,100,0,2
31822,12,8,0,0,0,63,1,100,0,3
31823,12,8,0,0,0,31,1,100,0,2
31824,12,8,0,0,0,88,1,100,0,4
31825,12,8,0,0,0,27,1,100,0,3
31826,12,8,0,0,0,19,4,210,0,2
31827,12,8,0,0,0,73,1,100,1,2
31828,12,8,0,0,0,65,1,100,0,2
31829,12,8,0,0,0,54,1,100,0,3
31830,12,8,0,0,0,25,1,100,0,3
31831,12,8,1,0,1,41,1,100,0,2
31832,12,8,1,0,1,11,1,100,5,1
31833,12,8,1,1,0,29,3,100,0,2
31834,12,9,0,0,0,63,1,100,0,2
31835,12,8,0,0,0,77,1,100,0,2
31836,12,9,0,0,0,82,1,100,0,1
31837,12,9,0,0,0,55,1,100,0,3
31838,12,9,1,1,0,47,1,100,0,2
31839,12,9,0,0,0,24,1,100,2,4
31840,12,9,0,0,0,27,1,100,0,3
31841,12,9,0,0,0,42,1,100,0,2
31842,12,9,0,0,0,26,1,100,0,3
31843,12,9,1,0,0,33,1,100,2,2
31844,12,9,0,0,0,68,1,100,0,3
31845,12,9,0,0,0,50,1,100,0,2
31846,12,9,0,0,0,43,1,100,0,2
31847,12,9,0,0,0,63,1,100,2,2
31848,12,9,0,0,0,83,1,100,0,2
31849,12,9,0,0,0,59,1,100,2,2
31850,12,9,0,0,0,38,1,100,0,1
31851,12,10,0,0,0,54,1,100,0,2
31852,12,10,0,0,0,98,1,100,0,2
31853,12,10,0,0,1,28,1,100,0,3
31854,12,10,1,0,0,31,4,226,0,2
31855,12,10,0,0,1,58,1,100,0,2
31856,12,10,0,0,1,49,2,100,0,1
31857,12,10,0,0,0,59,1,100,2,4
31858,12,10,0,0,0,40,0,100,2,1
31859,12,10,0,0,1,33,1,100,0,2
31860,12,10,0,0,1,54,1,100,0,4
31861,12,10,1,1,0,50,1,100,0,3
31862,12,10,0,0,0,86,1,100,0,2
31863,12,10,0,0,0,52,1,100,0,2
31864,12,10,0,0,0,31,1,100,5,3
31865,12,10,1,0,0,40,1,100,3,2
31866,12,10,0,0,0,77,1,100,3,1
31867,12,10,0,0,0,29,1,100,0,3
31868,12,10,0,0,1,19,1,100,0,2
31869,12,10,0,0,0,22,1,100,0,3
31870,12,10,0,0,0,45,1,100,0,2
31871,12,10,1,0,0,29,3,100,0,1
31872,12,10,1,1,0,47,1,100,0,2
31873,12,10,0,0,1,33,1,100,0,4
31874,12,10,0,0,0,25,1,100,2,4
31875,12,10,0,0,0,29,1,100,0,2
31876,12,11,0,0,0,84,1,100,0,1
31877,12,11,0,0,1,80,1,100,0,2
31878,12,10,0,0,0,45,4,210,0,3
31879,12,11,0,0,1,51,1,100,0,1
31880,12,10,1,0,0,26,3,100,0,2
31881,12,11,1,1,0,25,1,100,0,2
31882,12,11,0,0,0,57,1,100,0,2
31883,12,11,0,0,1,49,1,100,0,4
31884,12,11,0,0,1,51,1,100,0,2
31885,12,11,0,0,0,76,1,100,0,2
31886,12,11,0,0,1,64,1,100,0,2
31887,12,11,0,0,1,53,1,100,0,2
31888,12,11,0,0,0,25,1,100,0,2
31889,12,11,1,0,0,32,4,210,0,2
31890,12,11,0,0,0,80,1,100,0,2
31891,12,11,1,0,1,30,1,100,0,2
31892,12,11,0,0,0,83,1,100,0,2
31893,12,11,0,0,0,32,1,100,0,3
31894,12,11,1,0,0,45,1,100,5,2
31895,12,11,0,0,1,26,1,100,0,3
31896,12,11,0,0,1,75,1,100,0,4
31897,12,12,0,0,0,57,1,100,2,3
31898,12,12,1,0,1,80,1,100,0,4
31899,12,12,0,0,0,80,1,100,0,3
31900,12,11,0,0,0,53,1,100,2,3
31901,12,12,1,0,0,40,3,100,2,3
31902,12,12,0,0,0,61,1,100,0,2
31903,12,12,1,0,0,30,1,100,0,2
31904,12,12,1,0,0,28,1,100,1,2
31905,12,12,0,0,0,36,1,100,2,1
31906,12,12,1,0,0,20,3,100,5,1
31907,12,12,1,0,0,22,4,210,2,2
31908,12,12,0,0,0,71,1,100,0,2
31909,12,12,1,1,0,35,1,100,0,2
31910,12,12,0,0,0,53,1,100,0,3
31911,12,12,0,0,0,18,1,100,0,2
31912,12,12,0,0,0,61,1,100,0,3
31913,12,12,0,0,0,78,1,100,0,2
31914,12,12,1,0,0,30,1,100,0,2
31915,12,12,0,0,0,66,1,100,3,2
31916,12,12,0,0,0,26,3,100,0,2
31917,12,12,0,0,0,40,1,100,0,3
31918,12,12,0,0,0,68,1,100,0,3
31919,12,12,0,0,0,74,1,100,0,2
31920,12,12,1,1,1,22,4,210,0,2
31921,12,12,1,0,1,20,1,100,0,3
31922,12,12,1,0,0,27,4,210,0,2
31923,12,12,0,0,0,49,1,100,0,3
31924,12,12,1,0,0,28,3,100,2,3
31925,12,11,1,1,0,64,1,100,0,5
31926,12,1,0,0,0,52,1,100,0,3
31927,12,1,0,0,0,60,1,100,0,3
31928,12,1,0,0,0,27,1,100,0,2
31929,12,1,0,0,0,17,1,100,5,1
31930,12,1,0,0,0,83,1,100,0,2
31931,12,1,1,0,0,29,1,100,0,2
31932,12,1,0,0,0,74,1,100,0,3
31933,12,1,0,0,1,38,3,100,0,4
31934,12,1,1,0,1,22,2,100,5,3
31935,12,1,0,0,0,50,1,100,2,2
31936,12,1,0,0,0,57,1,100,2,3
31937,12,1,0,0,0,75,1,100,0,4
31938,12,1,1,0,0,30,3,100,5,2
31939,12,1,1,1,0,21,1,100,0,1
31940,12,1,0,0,0,69,1,100,2,4
31941,12,1,0,0,0,40,1,100,0,2
31942,12,1,1,0,0,35,1,100,3,2
31943,12,2,0,0,1,48,1,100,0,3
31944,12,1,0,0,0,48,1,100,1,2
31945,12,1,0,0,1,73,1,100,0,3
31946,12,1,1,0,0,30,1,100,0,2
31947,12,1,0,0,0,42,0,100,0,1
31948,12,1,0,0,0,50,1,100,3,2
31949,12,1,0,0,0,58,1,100,0,2
31950,12,1,1,0,0,22,0,100,0,2
31951,12,1,0,0,0,37,1,100,0,4
31952,12,1,0,0,0,56,1,100,0,1
31953,12,1,0,0,0,25,1,100,5,3
31954,12,1,0,0,0,60,1,100,3,4
31955,12,2,1,0,1,28,4,210,0,1
31956,12,2,0,0,0,26,1,100,0,2
31957,12,2,0,0,0,31,2,100,0,3
31958,12,2,0,0,0,90,1,100,0,2
31959,12,1,0,0,1,54,1,100,0,2
31960,12,2,0,0,0,62,1,100,1,2
31961,12,2,0,0,0,17,1,100,0,1
31962,12,2,0,0,0,23,1,100,0,3
31963,12,1,0,0,1,31,1,100,0,2
31964,12,1,1,0,0,57,1,100,0,2
31965,12,1,0,0,0,61,1,100,2,3
31966,12,1,1,1,0,18,1,100,0,1
31967,12,2,1,0,1,19,3,100,1,3
31968,12,2,0,0,0,66,1,100,0,3
31969,12,2,0,0,0,25,1,100,0,2
31970,12,2,1,0,0,25,4,210,3,2
31971,12,2,0,0,0,59,1,100,0,4
31972,12,2,0,0,0,80,1,100,0,2
31973,12,2,0,0,0,84,1,100,0,1
31974,12,2,1,0,0,22,3,100,1,3
31975,12,2,1,0,1,20,1,100,2,3
31976,12,2,1,0,0,33,3,100,2,1
31977,12,2,1,0,0,31,3,100,2,2
31978,12,2,1,0,0,41,3,100,2,2
31979,12,2,0,0,0,64,1,100,0,4
31980,12,1,0,0,0,47,1,100,0,3
31981,12,1,0,0,0,39,1,100,2,1
31982,12,1,0,0,1,28,1,100,0,3
31983,12,2,0,0,0,47,1,100,2,2
31984,12,2,1,0,0,26,1,100,0,2
31985,12,2,0,0,0,81,1,100,0,3
31986,12,2,0,0,0,26,1,100,0,4
31987,12,2,0,0,0,43,1,100,0,4
31988,12,2,0,0,0,27,1,100,2,3
31989,12,2,1,0,0,26,1,100,5,1
31990,12,2,1,0,0,36,4,210,2,2
31991,12,2,0,0,0,47,1,100,0,2
31992,12,2,1,0,0,19,1,100,0,2
31993,12,2,1,0,0,68,1,100,0,2
31994,12,2,0,0,0,44,1,100,0,1
31995,12,2,0,0,0,42,1,100,2,2
31996,12,3,0,0,0,42,1,100,2,3
31997,12,3,0,0,0,77,1,100,0,2
31998,12,3,1,0,1,7,1,100,5,1
31999,12,3,0,0,1,54,1,100,5,3
32000,12,2,0,0,0,49,1,100,2,3
32001,12,2,0,0,0,61,1,100,0,3
32002,12,2,0,0,0,65,1,100,2,3
32003,12,2,1,1,0,24,1,100,0,3
32004,12,2,0,0,0,73,1,100,2,1
32005,12,2,0,0,0,79,1,100,0,2
32006,12,2,0,0,0,90,1,100,0,1
32007,12,2,0,0,0,62,1,100,2,3
32008,12,2,0,0,0,24,1,100,0,1
32009,12,2,0,0,1,55,1,100,0,1
32010,12,3,0,0,0,57,1,100,0,4
32011,12,2,0,0,0,66,1,100,0,3
312,12,2,0,0,0,16,2,100,0,1
313,12,2,0,0,0,84,1,100,0,2
314,12,3,1,0,0,24,1,100,2,3
32015,12,1,1,0,0,49,1,100,2,3
32016,12,3,0,0,0,54,1,100,0,1
32017,12,3,0,0,0,25,1,100,0,1
32018,12,3,0,0,0,55,1,100,0,2
32019,12,3,1,0,1,33,1,100,0,2
32020,12,3,1,0,0,18,4,210,2,2
32021,12,4,0,0,0,60,1,100,0,2
32022,12,4,0,0,0,25,1,100,0,3
32023,12,4,0,0,0,40,1,100,0,2
32024,12,4,0,0,0,44,1,100,0,2
32025,12,3,0,0,0,52,1,100,1,2
32026,12,3,0,0,0,46,1,100,0,4
32027,12,3,0,0,1,64,1,100,0,4
32028,12,3,0,0,0,59,1,100,0,2
32029,12,3,0,0,0,81,1,100,2,4
32030,12,3,0,0,0,31,1,100,0,1
32031,12,3,1,0,0,30,1,100,0,2
32032,12,4,0,0,0,35,1,100,2,4
32033,12,4,0,0,0,47,1,100,2,2
32034,12,2,1,0,0,74,1,100,0,3
32035,12,3,1,0,0,43,1,100,0,2
32036,12,3,0,0,0,52,1,100,0,3
32037,12,3,0,0,0,56,1,100,0,2
32038,12,3,0,0,0,60,1,100,0,2
32039,12,3,0,0,1,62,1,100,2,3
32040,12,3,0,0,0,87,1,100,0,4
32041,12,3,1,0,1,52,1,100,0,2
32042,12,3,0,0,0,23,1,100,0,3
32043,12,3,0,0,1,71,1,100,0,2
32044,12,3,0,0,0,15,1,100,0,1
32045,12,3,0,0,0,31,1,100,0,2
32046,12,3,0,0,1,47,1,100,0,1
32047,12,4,0,0,0,42,1,100,0,3
32048,12,3,1,0,0,59,3,100,2,5
32049,12,4,0,0,1,19,4,260,0,2
32050,12,4,0,0,0,15,1,100,0,1
32051,12,3,0,0,1,86,1,100,0,2
32052,12,4,0,0,0,50,2,100,0,2
32053,12,4,0,0,0,60,1,100,1,4
32054,12,4,0,0,0,53,1,100,0,3
32055,12,5,0,0,0,39,1,100,0,2
32056,12,5,0,0,1,40,1,100,0,3
32057,12,4,1,0,1,59,1,100,5,2
32058,12,4,1,0,1,41,4,210,0,2
32059,12,4,1,0,1,18,4,210,0,3
32060,12,4,0,0,0,62,1,100,0,4
32061,12,4,0,0,0,53,1,100,5,3
32062,12,4,0,0,0,23,1,100,0,2
32063,12,4,1,0,1,21,2,100,1,2
32064,12,4,0,0,0,42,1,100,2,2
32065,12,4,0,0,0,60,1,100,0,3
32066,12,3,0,0,0,21,1,100,0,2
32067,12,4,0,0,1,26,1,100,0,3
32068,12,4,0,0,0,20,4,210,1,1
32069,12,5,0,0,0,45,1,100,0,2
32070,12,5,0,0,0,71,1,100,0,4
32071,12,5,0,0,1,46,1,100,3,4
32072,12,5,0,0,0,24,1,100,5,1
32073,12,5,0,0,0,41,1,100,2,3
32074,12,5,1,0,1,17,1,100,5,2
32075,12,4,0,0,0,35,1,100,0,2
32076,12,4,0,0,0,57,1,100,2,4
32077,12,4,0,0,0,60,1,100,1,4
32078,12,5,0,0,0,63,1,100,0,3
32079,12,4,1,0,0,18,1,100,2,2
32080,12,4,0,0,0,50,1,100,0,3
32081,12,4,0,0,0,70,1,100,0,1
32082,12,4,0,0,0,59,1,100,2,3
32083,12,4,0,0,0,29,1,100,0,2
32084,12,5,1,0,0,22,4,281,3,1
32085,12,5,0,0,1,42,1,100,0,4
32086,12,4,0,0,0,33,1,100,5,1
32087,12,4,0,0,0,21,1,100,0,3
32088,12,5,0,0,1,53,1,100,5,3
32089,12,5,0,0,0,55,1,100,0,2
32090,12,4,0,0,0,77,1,100,2,2
32091,12,4,0,0,0,59,1,100,3,2
32092,12,5,0,0,0,25,1,100,0,2
32093,12,5,1,0,0,31,3,100,2,3
32094,12,5,0,0,0,47,1,100,0,2
32095,12,5,1,0,0,42,1,100,1,4
32096,12,5,0,0,0,27,0,100,2,4
32097,12,5,1,0,0,28,0,100,0,3
32098,12,5,1,0,1,52,1,100,2,3
32099,12,5,1,0,1,38,1,100,3,3
32100,12,3,0,0,0,56,1,100,0,3
32101,12,4,0,0,1,69,1,100,2,3
32102,12,5,0,0,0,50,1,100,0,2
32103,12,4,0,0,0,60,1,100,0,3
32104,12,4,1,0,0,19,4,280,0,1
32105,12,4,0,0,0,79,1,100,0,2
32106,12,4,0,0,0,40,4,210,0,5
32107,12,4,1,0,1,53,4,211,0,1
32108,12,6,0,0,0,65,1,100,2,2
32109,12,6,1,0,0,28,1,100,0,2
32110,12,5,0,0,0,59,0,100,0,3
32111,12,6,0,0,0,22,1,100,0,2
32112,12,6,0,0,0,42,1,100,0,3
32113,12,6,0,0,0,15,1,100,0,1
32114,12,5,0,0,0,40,1,100,2,2
32115,12,5,1,0,0,52,1,100,3,2
32116,12,5,1,0,0,57,1,100,3,4
32117,12,5,1,0,0,45,1,100,3,2
32118,12,6,0,0,0,18,2,100,0,2
32119,12,6,0,0,0,81,0,100,0,3
32120,12,6,0,0,1,58,1,100,0,2
32121,12,6,0,0,0,83,1,100,0,1
32122,12,5,0,0,0,59,1,100,2,4
32123,12,6,0,0,0,47,1,100,0,2
32124,12,4,0,0,0,73,1,100,0,2
32125,12,6,0,0,0,63,1,100,0,3
32126,12,5,2,0,0,21,4,210,0,2
32127,12,3,1,0,0,26,1,100,2,3
32128,12,5,0,0,0,54,1,100,0,2
32129,12,5,0,0,0,59,1,100,2,2
32130,12,5,0,0,0,34,1,100,0,2
32131,12,6,0,0,0,33,1,100,0,2
32132,12,6,0,0,0,61,1,100,0,4
32133,12,6,0,0,0,41,1,100,1,2
32134,12,5,0,0,0,23,1,100,0,2
32135,12,5,0,0,0,38,1,100,2,4
32136,12,6,1,0,0,43,4,210,0,1
32137,12,6,0,0,0,46,1,100,0,2
32138,12,6,0,0,0,20,1,100,0,1
32139,12,6,0,0,0,28,1,100,0,1
32140,12,6,1,0,0,23,3,100,2,3
32141,12,7,1,0,1,21,0,100,0,2
32142,12,7,0,0,0,51,1,100,5,4
32143,12,7,0,0,0,81,1,100,0,4
32144,12,7,0,0,0,24,1,100,0,3
32145,12,7,0,0,0,27,1,100,5,2
32146,12,7,0,0,0,55,1,100,5,1
