,year,month,intent,police,sex,age,race,hispanic,place,education
35048,13,12,0,0,1,63,1,100,0,2
35049,13,12,0,0,0,57,1,100,0,2
35050,13,12,1,0,0,23,3,100,1,3
35051,13,12,2,0,0,14,3,100,0,1
35052,13,11,0,0,0,35,1,100,0,2
35053,13,12,1,0,0,44,3,100,0,1
35054,13,1,0,0,0,52,1,100,5,4
35055,13,1,0,0,1,42,1,100,5,2
35056,13,1,0,0,0,46,1,100,5,2
35057,13,1,1,0,0,39,1,100,2,1
35058,13,1,0,0,0,23,4,210,5,1
35059,13,1,0,0,0,57,0,100,0,2
35060,13,1,0,0,0,52,4,210,5,1
35061,13,1,0,0,0,84,1,100,5,2
35062,13,1,1,0,0,63,1,100,5,3
35063,13,1,0,0,0,74,1,100,5,3
35064,13,1,0,0,0,25,1,100,5,1
35065,13,1,0,0,1,39,1,100,5,3
35066,13,1,0,0,1,57,4,210,5,3
35067,13,1,1,0,0,30,1,100,2,3
35068,13,1,1,0,0,35,4,282,1,2
35069,13,1,0,0,0,92,1,100,0,3
35070,13,1,0,0,0,44,2,100,0,1
35071,13,1,1,0,0,35,1,100,0,3
35072,13,1,0,0,0,25,1,100,0,3
35073,13,1,0,0,0,79,1,100,0,2
35074,13,1,0,0,0,54,1,100,2,2
35075,13,1,0,0,0,21,4,281,0,2
35076,13,1,0,0,0,59,1,100,2,4
35077,13,1,1,0,0,17,1,100,1,1
35078,13,1,0,0,0,20,1,100,0,2
35079,13,1,0,0,1,22,0,100,2,3
35080,13,1,0,0,0,55,1,100,5,2
35081,13,1,0,0,0,81,1,100,5,2
35082,13,1,0,0,1,28,1,100,0,3
35083,13,1,0,0,0,30,1,100,0,3
35084,13,1,0,0,0,31,1,100,0,2
35085,13,1,0,0,0,83,1,100,0,2
35086,13,1,1,0,0,18,2,100,1,1
35087,13,1,0,0,0,33,1,100,1,3
35088,13,1,0,0,0,27,1,100,2,3
35089,13,1,0,0,1,40,1,100,0,3
35090,13,1,1,0,0,25,1,100,2,2
35091,13,1,1,0,0,17,2,100,0,2
35092,13,1,0,0,0,42,1,100,5,4
35093,13,1,0,0,0,54,4,210,2,4
35094,13,1,0,0,0,48,1,100,0,4
35095,13,1,0,0,0,54,1,100,0,2
35096,13,1,0,0,0,63,1,100,0,3
35097,13,1,0,0,0,48,1,100,2,2
35098,13,1,0,0,0,64,1,100,0,4
35099,13,1,1,1,0,27,1,100,0,2
35100,13,1,1,0,0,31,1,100,0,2
35101,13,1,1,0,0,26,1,100,0,2
35102,13,1,0,0,0,26,1,100,5,2
35103,13,1,0,0,0,49,1,100,0,1
35104,13,1,0,0,0,41,1,100,0,5
35105,13,1,1,0,0,52,1,100,0,2
35106,13,1,0,0,1,77,1,100,0,4
35107,13,1,0,0,0,48,4,210,2,2
35108,13,1,0,0,0,54,1,100,0,2
35109,13,1,0,0,0,29,3,100,0,2
35110,13,1,0,0,0,60,1,100,0,4
35111,13,1,0,0,0,70,1,100,5,2
35112,13,1,0,0,0,60,1,100,0,3
35113,13,1,0,0,1,56,1,100,0,4
35114,13,1,1,1,0,23,3,100,0,2
35115,13,1,1,0,0,21,4,210,0,2
35116,13,1,0,0,0,47,4,210,0,2
35117,13,1,0,0,0,19,1,100,0,2
35118,13,1,0,0,0,29,1,100,3,3
35119,13,1,0,0,1,71,1,100,3,4
35120,13,1,1,0,0,27,1,100,0,2
35121,13,1,0,0,0,74,1,100,0,4
35122,13,1,1,0,0,43,3,100,0,3
35123,13,1,0,0,0,42,1,100,5,3
35124,13,1,0,0,0,59,1,100,3,2
35125,13,1,0,0,0,40,4,210,0,1
35126,13,1,0,0,0,70,1,100,1,4
35127,13,1,0,0,0,67,1,100,0,3
35128,13,1,0,0,1,21,1,100,2,3
35129,13,1,0,0,0,49,1,100,0,4
35130,13,2,0,0,0,68,1,100,5,2
35131,13,1,0,0,0,82,1,100,0,3
35132,13,2,0,0,0,84,1,100,0,2
35133,13,1,1,0,0,43,1,100,2,4
35134,13,2,0,0,1,51,4,210,0,2
35135,13,1,1,0,1,28,4,210,2,5
35136,13,1,0,0,0,46,1,100,0,2
35137,13,1,0,0,0,20,1,100,1,2
35138,13,2,0,0,1,55,1,100,0,4
35139,13,1,1,0,0,48,1,100,3,4
35140,13,2,0,0,0,45,1,100,0,4
35141,13,1,0,0,1,62,1,100,3,5
35142,13,2,1,0,0,59,4,210,0,3
35143,13,2,0,0,0,53,1,100,0,3
35144,13,2,0,0,0,80,1,100,0,4
35145,13,2,1,0,0,16,4,210,0,1
35146,13,2,1,0,0,42,1,100,2,2
35147,13,1,0,0,0,59,1,100,0,2
35148,13,2,0,0,0,35,1,100,0,2
35149,13,2,1,0,0,55,1,100,0,2
35150,13,2,0,0,0,66,1,100,5,3
35151,13,2,0,0,0,87,1,100,0,4
35152,13,2,1,0,1,87,1,100,0,2
35153,13,2,1,0,0,33,2,100,0,2
35154,13,2,0,0,0,48,1,100,0,2
35155,13,2,0,0,0,50,1,100,0,2
35156,13,2,0,0,0,80,1,100,0,3
35157,13,2,0,0,0,43,1,100,0,2
35158,13,2,0,0,1,39,1,100,0,4
35159,13,2,1,0,0,23,4,210,0,2
35160,13,2,0,0,0,58,4,210,1,2
35161,13,2,0,0,1,25,1,100,0,2
35162,13,2,0,0,1,40,1,100,0,4
35163,13,2,0,0,0,58,1,100,0,4
35164,13,2,0,0,0,56,1,100,0,5
35165,13,2,0,0,0,57,1,100,0,1
35166,13,2,0,0,0,48,1,100,0,1
35167,13,2,0,0,1,57,1,100,0,2
35168,13,1,1,0,1,38,4,210,5,3
35169,13,2,0,0,0,39,1,100,0,4
35170,13,2,0,0,0,47,1,100,0,3
35171,13,2,1,0,0,16,4,210,0,1
35172,13,2,1,0,0,29,3,100,5,1
35173,13,2,0,0,0,62,1,100,0,2
35174,13,2,1,0,0,57,1,100,0,2
35175,13,2,0,0,0,37,1,100,0,2
35176,13,2,0,0,0,49,4,210,2,1
35177,13,2,0,0,0,69,1,100,0,3
35178,13,2,0,0,0,66,1,100,0,4
35179,13,2,0,0,0,36,4,210,0,2
35180,13,2,0,0,0,81,1,100,5,3
35181,13,2,0,0,0,93,1,100,0,2
35182,13,2,0,0,0,23,1,100,5,1
35183,13,2,0,0,0,78,1,100,0,3
35184,13,2,0,0,0,55,4,210,0,1
35185,13,2,0,0,1,32,1,100,0,4
35186,13,2,0,0,1,47,1,100,0,4
35187,13,2,0,0,0,72,1,100,0,4
35188,13,2,0,0,0,45,1,100,5,4
35189,13,2,1,0,0,24,4,237,1,3
35190,13,2,0,0,0,73,1,100,5,2
35191,13,2,0,0,0,53,1,100,0,3
35192,13,2,0,0,0,68,1,100,0,4
35193,13,2,0,0,0,28,4,210,0,3
35194,13,2,0,0,0,47,1,100,5,2
35195,13,2,1,0,0,38,1,100,1,3
35196,13,2,0,0,0,59,1,100,5,2
35197,13,3,0,0,0,23,1,100,5,3
35198,13,2,1,0,0,22,1,100,1,2
35199,13,3,0,0,0,68,1,100,0,4
35200,13,2,0,0,0,22,1,100,0,4
35201,13,3,0,0,1,65,1,100,0,2
35202,13,2,1,0,0,62,1,100,0,4
35203,13,2,0,0,1,29,4,210,0,2
35204,13,2,0,0,0,53,1,100,5,3
35205,13,2,0,0,1,64,1,100,2,2
35206,13,2,0,0,0,86,1,100,0,3
35207,13,2,0,0,0,36,1,100,0,1
35208,13,2,0,0,0,53,1,100,5,3
35209,13,2,1,0,0,35,1,100,0,2
35210,13,3,1,0,0,21,4,210,0,1
35211,13,2,1,0,1,52,3,100,2,3
35212,13,3,1,0,1,22,4,210,0,1
35213,13,3,0,0,0,34,1,100,0,3
35214,13,3,0,0,0,39,4,222,0,4
35215,13,3,1,0,1,44,0,100,2,2
35216,13,3,0,0,0,55,0,100,0,2
35217,13,3,0,0,0,33,0,100,3,4
35218,13,3,0,0,0,58,4,210,0,3
35219,13,3,0,0,0,35,1,100,0,2
35220,13,3,0,0,0,35,1,100,0,2
35221,13,3,0,0,1,51,1,100,0,3
35222,13,3,1,0,0,33,2,100,5,1
35223,13,3,0,0,0,46,1,100,5,3
35224,13,3,0,0,1,53,1,100,5,3
35225,13,3,0,0,0,28,1,100,0,1
35226,13,3,1,0,0,48,2,100,2,2
35227,13,3,2,0,0,34,3,100,0,3
35228,13,3,0,0,1,29,1,100,5,1
35229,13,3,0,0,0,19,4,210,5,1
35230,13,3,0,0,0,73,1,100,0,2
35231,13,3,1,0,1,20,4,210,0,3
35232,13,3,0,0,1,70,1,100,0,4
35233,13,3,0,0,0,40,0,100,0,4
35234,13,2,0,0,0,44,1,100,0,2
35235,13,3,0,0,0,66,1,100,0,3
35236,13,3,1,0,0,45,1,100,1,3
35237,13,3,0,0,0,33,1,100,0,4
35238,13,3,1,0,0,34,4,210,2,2
35239,13,3,1,0,0,26,4,210,0,2
35240,13,3,0,0,1,18,4,210,0,2
35241,13,3,0,0,0,48,1,100,2,1
35242,13,3,0,0,0,20,1,100,2,2
35243,13,3,1,0,0,21,2,100,0,1
35244,13,3,1,0,0,46,1,100,0,3
35245,13,3,0,0,0,84,1,100,5,2
35246,13,3,0,0,0,77,1,100,0,3
35247,13,3,0,0,1,56,1,100,0,2
35248,13,3,0,0,1,51,1,100,0,2
35249,13,3,0,0,0,41,4,210,3,1
35250,13,3,1,0,1,28,4,210,2,2
35251,13,3,0,0,0,63,1,100,0,2
35252,13,3,0,0,0,85,1,100,0,2
35253,13,3,1,0,1,25,4,210,0,1
35254,13,3,1,0,0,17,4,210,0,2
35255,13,3,1,0,0,21,4,210,0,2
35256,13,3,1,0,0,46,4,210,0,2
35257,13,3,0,0,0,56,4,270,0,2
35258,13,3,0,0,0,56,1,100,0,3
35259,13,3,0,0,0,26,1,100,0,3
35260,13,3,0,0,0,66,4,210,0,2
35261,13,3,0,0,0,57,1,100,0,3
35262,13,3,0,0,0,43,1,100,0,3
35263,13,3,0,0,0,37,1,100,5,2
35264,13,3,0,0,0,45,1,100,5,3
35265,13,3,0,0,0,27,4,210,0,2
35266,13,3,0,0,1,56,1,100,2,2
35267,13,2,0,0,0,84,1,100,0,4
35268,13,3,0,0,0,50,1,100,2,3
35269,13,3,0,0,0,31,1,100,5,2
35270,13,3,0,0,0,43,1,100,0,1
35271,13,3,0,0,0,54,1,100,2,3
35272,13,3,0,0,0,35,1,100,5,3
35273,13,3,2,0,0,31,4,210,0,2
35274,13,3,0,0,0,75,1,100,0,2
35275,13,3,0,0,1,56,1,100,5,3
35276,13,3,1,0,1,42,4,210,0,1
35277,13,3,1,0,1,14,4,210,0,1
35278,13,3,1,0,0,73,1,100,1,4
35279,13,3,0,0,1,43,1,100,0,4
35280,13,4,0,0,0,82,1,100,0,2
35281,13,3,0,0,0,19,3,100,0,1
35282,13,3,0,0,0,45,1,100,0,3
35283,13,3,0,0,0,62,1,100,5,2
35284,13,3,1,0,0,24,4,210,2,3
35285,13,3,0,0,0,30,4,210,0,2
35286,13,4,0,0,0,60,1,100,5,3
35287,13,3,0,0,0,52,1,100,0,4
35288,13,3,0,0,0,69,1,100,0,4
35289,13,3,0,0,1,11,4,210,0,1
35290,13,4,1,0,1,56,1,100,0,3
35291,13,4,0,0,0,86,1,100,5,2
35292,13,3,1,0,0,59,1,100,1,3
35293,13,4,0,0,0,55,1,100,5,2
35294,13,4,0,0,1,54,1,100,0,3
35295,13,3,0,0,0,46,2,100,0,2
35296,13,4,0,0,0,73,1,100,0,4
35297,13,4,0,0,0,50,4,281,0,2
35298,13,3,0,0,0,44,1,100,0,3
35299,13,4,0,0,0,48,1,100,2,3
35300,13,3,0,0,0,56,1,100,3,3
35301,13,3,0,0,0,16,1,100,2,1
35302,13,4,1,0,1,31,4,210,0,1
35303,13,3,2,0,0,17,3,100,1,1
35304,13,4,0,0,0,26,1,100,0,3
35305,13,3,0,0,0,34,1,100,2,4
35306,13,4,1,0,0,78,1,100,0,3
35307,13,4,0,0,1,76,1,100,0,2
35308,13,3,1,0,0,41,4,210,0,1
35309,13,3,1,0,0,42,1,100,0,2
35310,13,4,0,0,0,33,1,100,0,2
35311,13,4,1,0,0,23,4,210,1,2
35312,13,4,0,0,0,74,1,100,2,3
35313,13,4,0,0,0,76,1,100,0,4
35314,13,3,0,0,0,49,1,100,0,4
35315,13,3,1,0,0,47,2,100,2,1
35316,13,4,0,0,0,25,1,100,0,3
35317,13,4,0,0,1,65,1,100,2,4
35318,13,4,0,0,0,40,1,100,5,3
35319,13,4,0,0,0,83,1,100,0,4
35320,13,4,1,0,0,67,1,100,0,4
35321,13,4,0,0,0,20,4,210,0,2
35322,13,4,0,0,0,86,1,100,0,3
35323,13,4,1,0,1,86,1,100,0,2
35324,13,3,0,0,0,26,4,210,0,2
35325,13,4,0,0,0,54,1,100,0,3
35326,13,4,1,0,1,51,3,100,0,3
35327,13,4,1,0,0,29,4,210,1,1
35328,13,3,0,0,0,74,1,998,0,5
35329,13,4,0,0,0,39,1,100,0,4
35330,13,4,0,0,0,20,1,100,0,2
35331,13,4,0,0,0,57,1,100,2,4
35332,13,4,0,0,0,49,1,100,2,3
35333,13,4,1,0,0,18,4,210,0,1
35334,13,4,0,0,0,29,1,100,2,4
35335,13,4,0,0,0,25,1,100,0,2
35336,13,3,0,0,0,19,4,210,0,1
35337,13,4,1,0,0,16,4,282,0,1
35338,13,4,0,0,0,74,1,100,2,4
35339,13,4,0,0,1,28,4,210,1,3
35340,13,3,1,0,0,20,4,210,5,1
35341,13,4,1,0,1,21,1,100,0,1
35342,13,4,0,0,0,82,1,100,0,2
35343,13,4,0,0,0,42,1,100,0,4
35344,13,4,0,0,0,29,1,100,0,3
35345,13,3,0,0,0,58,1,998,5,2
35346,13,4,0,0,0,25,1,100,0,3
35347,13,4,1,0,0,29,4,210,0,1
35348,13,4,0,0,0,67,1,100,1,1
35349,13,4,1,1,0,33,4,210,0,2
35350,13,4,0,0,0,54,1,100,0,2
35351,13,4,0,0,1,65,1,100,0,3
35352,13,4,0,0,0,39,4,210,0,3
35353,13,4,1,1,0,33,1,100,0,2
35354,13,4,0,0,0,65,1,100,0,2
35355,13,4,0,0,0,65,1,100,3,4
35356,13,4,1,0,0,22,1,100,0,2
35357,13,4,1,0,0,22,1,100,0,1
35358,13,4,0,0,0,48,1,100,0,2
35359,13,4,0,0,0,46,2,100,0,2
35360,13,4,0,0,0,49,1,100,0,2
35361,13,4,0,0,0,48,1,100,0,3
35362,13,4,0,0,0,73,1,100,0,3
35363,13,4,0,0,1,25,1,100,0,3
35364,13,4,0,0,0,15,4,210,0,1
35365,13,4,1,0,0,33,4,210,0,1
35366,13,4,0,0,0,40,1,100,0,2
35367,13,4,1,0,0,39,1,100,1,4
35368,13,4,0,0,0,91,1,100,0,4
35369,13,4,0,0,0,70,3,100,2,2
35370,13,4,0,0,0,72,1,100,0,4
35371,13,4,0,0,0,56,1,100,0,2
35372,13,4,0,0,0,81,1,100,0,1
35373,13,4,0,0,0,71,1,100,0,2
35374,13,4,0,0,0,46,1,100,0,4
35375,13,4,0,0,0,83,1,100,0,4
35376,13,4,0,0,0,55,1,100,2,3
35377,13,4,1,0,0,46,1,100,2,3
35378,13,4,1,0,1,66,1,100,0,2
35379,13,4,1,0,0,23,4,210,1,1
35380,13,4,1,1,0,16,3,100,0,1
35381,13,4,0,0,0,56,1,100,0,3
35382,13,5,2,0,0,3,4,210,0,5
35383,13,5,0,0,0,70,1,100,3,3
35384,13,5,2,0,0,56,1,100,2,2
35385,13,4,1,0,0,50,2,100,0,2
35386,13,5,0,0,0,39,1,100,0,4
35387,13,4,0,0,0,63,1,100,0,4
35388,13,5,0,0,0,40,4,210,0,2
35389,13,4,1,0,0,23,3,100,0,2
35390,13,4,0,0,0,48,1,100,0,1
35391,13,4,0,0,0,56,1,100,5,2
35392,13,5,0,0,0,83,1,100,0,2
35393,13,5,1,0,0,25,3,100,3,1
35394,13,5,0,0,0,61,1,100,0,3
35395,13,5,0,0,0,54,1,100,0,3
35396,13,5,0,0,0,59,1,100,0,3
35397,13,4,1,0,0,31,4,210,1,1
35398,13,4,0,0,0,60,1,100,0,2
35399,13,5,0,0,0,24,1,100,2,3
35400,13,5,0,0,1,57,1,100,0,2
35401,13,5,0,0,0,63,1,100,0,4
35402,13,5,0,0,0,39,1,100,0,2
35403,13,5,0,0,0,35,1,100,0,4
35404,13,4,1,0,0,37,1,100,1,2
35405,13,5,0,0,1,46,1,100,0,2
35406,13,5,0,0,0,43,1,100,2,4
35407,13,5,0,0,1,76,1,100,0,2
35408,13,5,0,0,0,70,1,100,2,3
35409,13,5,1,0,1,24,4,260,0,1
35410,13,5,0,0,0,28,1,100,0,3
35411,13,5,0,0,0,45,1,100,2,2
35412,13,5,0,0,0,80,4,210,0,2
35413,13,4,1,0,0,54,2,100,0,1
35414,13,5,1,0,1,28,4,210,0,2
35415,13,5,0,0,1,60,1,100,0,3
35416,13,5,0,0,0,20,2,100,0,2
35417,13,5,0,0,0,54,1,100,2,2
35418,13,5,0,0,0,30,1,100,0,3
35419,13,5,0,0,0,50,1,100,0,2
35420,13,5,0,0,0,51,1,100,0,2
35421,13,5,0,0,1,41,4,210,0,1
35422,13,5,0,0,0,64,1,100,2,3
35423,13,5,0,0,0,44,1,100,0,4
35424,13,5,0,0,0,36,1,100,0,4
35425,13,5,1,0,0,25,1,100,1,3
35426,13,5,0,0,0,75,1,100,0,3
35427,13,5,1,0,0,32,4,210,0,1
35428,13,5,0,0,0,66,1,100,0,4
35429,13,5,0,0,0,42,1,100,0,4
35430,13,5,1,0,0,46,1,100,1,1
35431,13,3,1,0,0,18,2,100,3,1
35432,13,5,0,0,0,90,1,100,0,4
35433,13,5,0,0,0,24,1,100,0,3
35434,13,5,1,0,0,19,3,100,0,2
35435,13,5,1,0,0,21,4,210,0,2
35436,13,5,0,0,0,83,1,100,0,1
35437,13,5,0,0,0,63,1,100,0,2
35438,13,5,1,0,0,52,4,260,5,2
35439,13,5,1,0,0,19,1,100,0,2
35440,13,5,1,0,1,43,4,210,0,3
35441,13,5,0,0,0,87,1,100,0,4
35442,13,5,1,0,0,17,4,210,1,1
35443,13,5,0,0,0,75,1,100,0,4
35444,13,5,0,0,0,20,4,210,0,2
35445,13,5,0,0,0,93,1,100,0,2
35446,13,5,0,0,0,14,1,100,0,1
35447,13,5,0,0,0,29,3,100,4,3
35448,13,5,1,0,0,0,1,998,2,5
35449,13,5,1,0,0,0,1,998,2,5
35450,13,5,1,0,0,0,1,998,2,5
35451,13,5,1,0,0,0,1,998,2,5
35452,13,5,1,0,0,0,1,998,2,5
35453,13,6,0,0,0,78,1,100,0,4
35454,13,5,1,0,0,26,3,100,0,1
35455,13,6,0,0,0,66,1,100,0,4
35456,13,5,0,0,1,62,4,210,0,3
35457,13,6,0,0,0,73,0,100,0,2
35458,13,6,0,0,0,46,1,100,0,1
35459,13,5,0,0,0,29,3,100,0,1
35460,13,5,1,0,0,22,2,100,2,1
35461,13,5,0,0,0,40,1,100,0,1
35462,13,6,0,0,0,89,1,100,0,2
35463,13,6,1,1,0,26,1,100,0,2
35464,13,6,0,0,0,73,1,100,0,3
35465,13,6,0,0,0,38,4,210,0,1
35466,13,6,0,0,1,53,1,100,0,3
35467,13,6,0,0,0,83,1,100,0,5
35468,13,6,1,0,0,34,1,100,0,3
35469,13,6,1,1,1,24,1,100,0,1
35470,13,5,0,0,0,38,1,100,2,2
35471,13,6,0,0,0,41,1,100,2,2
35472,13,6,0,0,0,26,2,100,0,1
35473,13,6,0,0,0,70,1,100,0,2
35474,13,5,0,0,0,67,1,100,0,3
35475,13,5,1,0,0,24,3,100,1,2
35476,13,6,0,0,1,57,1,100,0,3
35477,13,6,1,0,0,50,1,100,1,3
35478,13,5,0,0,0,38,3,100,0,2
35479,13,4,1,0,0,62,1,100,2,2
35480,13,6,0,0,1,31,1,100,0,2
35481,13,6,0,0,0,61,1,100,0,3
35482,13,6,1,0,1,25,4,260,1,1
35483,13,6,1,0,1,56,1,100,0,2
35484,13,6,0,0,0,17,4,210,0,1
35485,13,6,0,0,0,90,1,100,0,4
35486,13,6,0,0,1,54,1,100,0,3
35487,13,6,1,0,0,53,3,100,0,2
35488,13,6,0,0,0,53,1,100,0,4
35489,13,6,0,0,0,27,1,100,0,3
35490,13,6,0,0,0,32,1,100,0,3
35491,13,6,0,0,0,73,1,100,0,3
35492,13,6,0,0,0,51,1,100,3,4
35493,13,6,0,0,0,31,1,100,0,2
35494,13,6,0,0,0,30,1,100,1,3
35495,13,6,1,0,0,53,1,100,2,2
35496,13,6,0,0,0,41,1,100,0,2
35497,13,6,1,0,0,58,1,100,0,5
35498,13,6,1,0,0,34,1,100,0,1
35499,13,6,0,0,0,26,4,210,2,2
35500,13,6,1,0,0,35,3,100,2,3
35501,13,6,1,0,0,18,3,100,1,1
35502,13,6,0,0,0,74,1,100,1,3
35503,13,6,1,0,0,55,4,210,0,1
35504,13,6,1,0,0,50,3,100,2,3
35505,13,6,1,0,0,0,1,998,0,5
35506,13,6,0,0,1,63,1,100,0,3
35507,13,6,0,0,0,35,1,100,0,3
35508,13,6,0,0,1,22,1,100,0,3
35509,13,6,0,0,0,32,1,100,0,3
35510,13,6,0,0,0,77,1,998,1,5
35511,13,6,1,0,0,51,1,100,1,2
35512,13,6,0,0,0,26,1,100,1,2
35513,13,6,0,0,0,82,1,100,0,2
35514,13,6,0,0,0,38,2,100,0,2
35515,13,6,1,0,0,30,4,210,1,1
35516,13,7,0,0,1,54,1,100,0,2
35517,13,6,1,0,0,23,1,100,0,2
35518,13,6,0,0,0,83,1,100,0,3
35519,13,6,1,0,0,20,3,100,2,2
35520,13,6,1,0,0,25,4,210,1,1
35521,13,7,0,0,0,47,1,100,0,3
35522,13,7,0,0,1,22,1,100,0,2
35523,13,6,2,0,0,89,1,100,5,3
35524,13,6,1,0,0,20,4,210,1,1
35525,13,3,1,0,0,23,4,210,0,1
35526,13,7,0,0,0,83,1,100,0,4
35527,13,7,0,0,0,46,1,100,1,3
35528,13,7,0,0,0,43,1,100,1,4
35529,13,7,1,0,0,35,3,100,1,2
35530,13,6,0,0,0,52,1,100,3,4
35531,13,7,1,0,0,42,4,210,0,1
35532,13,7,0,0,0,74,1,100,0,2
35533,13,7,0,0,0,42,1,100,5,2
35534,13,6,0,0,0,62,1,100,0,4
35535,13,7,0,0,1,22,1,100,3,3
35536,13,7,0,0,0,38,1,100,0,3
35537,13,6,0,0,0,33,1,100,0,2
35538,13,7,0,0,0,36,1,100,0,2
35539,13,7,1,0,0,23,4,210,1,2
35540,13,7,0,0,0,22,1,100,2,3
35541,13,6,0,0,0,57,1,100,0,3
35542,13,7,1,0,0,34,1,100,2,2
35543,13,7,0,0,0,43,1,100,5,4
35544,13,7,0,0,0,29,1,100,0,3
35545,13,7,0,0,0,31,1,100,0,2
35546,13,7,0,0,0,18,1,100,1,2
35547,13,7,0,0,0,41,1,100,0,3
35548,13,7,0,0,0,50,1,100,0,4
35549,13,7,0,0,0,90,1,100,0,2
35550,13,7,0,0,0,55,1,100,2,3
35551,13,7,0,0,1,47,1,100,0,1
35552,13,7,0,0,1,38,1,100,0,3
35553,13,7,1,0,0,27,4,210,2,1
35554,13,7,0,0,0,69,1,100,0,4
35555,13,6,0,0,0,56,1,100,0,1
35556,13,7,1,1,0,31,4,210,0,2
35557,13,7,0,0,0,67,1,100,0,1
35558,13,7,0,0,1,52,1,100,2,3
35559,13,7,0,0,1,59,4,210,0,3
35560,13,7,0,0,1,76,1,100,0,3
35561,13,7,0,0,1,21,1,100,0,3
35562,13,7,0,0,0,47,4,210,1,2
35563,13,7,1,0,1,43,1,100,0,1
35564,13,7,0,0,0,62,1,100,0,2
35565,13,7,1,0,0,42,4,210,0,1
35566,13,7,0,0,0,27,2,100,0,1
35567,13,7,0,0,0,51,1,100,0,2
35568,13,7,0,0,0,72,1,100,0,3
35569,13,7,0,0,0,38,1,100,0,4
35570,13,7,0,0,0,25,4,210,2,3
35571,13,7,0,0,0,53,1,100,0,3
35572,13,7,1,0,0,30,2,100,1,1
35573,13,7,0,0,0,36,1,100,0,4
35574,13,7,0,0,0,47,1,100,0,2
35575,13,7,0,0,1,90,1,100,0,5
35576,13,7,0,0,0,37,1,100,2,3
35577,13,7,0,0,1,27,1,100,0,1
35578,13,7,0,0,0,78,2,100,0,4
35579,13,7,0,0,0,27,4,210,0,3
35580,13,7,0,0,0,70,4,210,0,2
35581,13,7,1,0,1,48,1,100,0,3
35582,13,8,0,0,1,83,1,100,0,2
35583,13,7,0,0,0,47,1,100,0,3
35584,13,7,1,0,0,21,4,210,1,2
35585,13,7,1,0,0,34,4,210,5,2
35586,13,7,1,0,0,21,4,210,1,2
35587,13,7,0,0,0,54,1,100,2,4
35588,13,8,0,0,0,55,1,100,0,3
35589,13,8,1,0,0,41,1,100,2,2
35590,13,7,0,0,0,26,1,100,0,2
35591,13,8,1,0,0,49,1,100,1,1
35592,13,7,1,0,0,42,3,100,1,1
35593,13,7,0,0,0,53,1,100,0,3
35594,13,6,0,0,0,53,1,100,0,2
35595,13,7,0,0,0,56,1,998,2,4
35596,13,7,0,0,0,50,1,100,0,4
35597,13,8,0,0,0,54,1,100,0,2
35598,13,7,0,0,0,49,0,100,0,2
35599,13,7,1,0,0,43,1,100,5,3
35600,13,8,0,0,0,51,1,100,5,3
35601,13,7,0,0,0,48,1,100,0,3
35602,13,7,1,0,0,19,1,100,2,2
35603,13,7,0,0,0,28,4,210,0,4
35604,13,8,0,0,0,28,4,210,0,3
35605,13,8,0,0,0,19,1,100,0,2
35606,13,8,0,0,0,29,1,100,0,1
35607,13,8,1,0,0,35,4,210,0,2
35608,13,7,0,0,0,70,1,100,2,2
35609,13,7,1,0,0,13,1,100,0,1
35610,13,7,0,0,0,69,1,100,0,1
35611,13,8,0,0,0,53,2,100,0,2
35612,13,8,1,0,0,27,4,210,2,2
35613,13,8,0,0,0,38,2,100,2,1
35614,13,8,0,0,0,31,4,210,0,2
35615,13,1,0,0,0,52,2,100,5,4
35616,13,8,0,0,0,57,1,100,3,3
35617,13,8,0,0,0,68,1,100,0,2
35618,13,1,1,0,0,40,2,100,0,2
35619,13,8,0,0,1,35,1,100,0,3
35620,13,8,0,0,0,53,1,100,2,2
35621,13,8,0,0,0,76,1,100,0,4
35622,13,8,0,0,0,64,1,100,0,2
35623,13,8,0,0,1,58,1,100,0,2
35624,13,8,1,0,0,48,4,226,2,5
35625,13,8,0,0,1,64,1,100,0,3
35626,13,8,0,0,0,45,1,100,2,1
35627,13,8,0,0,0,52,1,100,0,2
35628,13,8,0,0,0,82,1,100,0,4
35629,13,8,0,0,0,26,2,100,0,1
35630,13,8,1,0,0,56,1,100,0,3
35631,13,8,0,0,0,27,1,100,0,4
35632,13,8,1,1,0,43,1,100,0,2
35633,13,7,0,0,1,39,1,100,5,3
35634,13,8,1,0,1,73,1,100,0,1
35635,13,8,0,0,0,50,1,100,2,2
35636,13,8,0,0,0,41,1,100,0,3
35637,13,8,1,0,1,60,1,100,0,3
35638,13,8,0,0,0,90,1,100,2,3
35639,13,8,1,0,0,42,3,100,0,5
35640,13,8,0,0,0,69,1,100,0,3
35641,13,8,0,0,0,23,1,100,0,2
35642,13,8,0,0,0,38,1,100,3,3
35643,13,8,0,0,0,25,0,100,1,2
35644,13,8,0,0,0,48,1,100,2,3
35645,13,1,1,0,1,50,2,100,0,3
35646,13,8,0,0,0,64,1,100,0,2
35647,13,8,1,0,0,29,1,100,0,2
35648,13,8,1,0,0,0,0,100,1,5
35649,13,8,1,0,0,48,4,210,1,2
35650,13,8,0,0,0,66,1,100,0,4
35651,13,8,0,0,0,42,2,100,0,1
35652,13,8,0,0,0,66,1,100,0,3
35653,13,8,0,0,0,58,1,100,0,4
35654,13,8,1,1,0,37,1,100,0,1
